City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,port augusta,-32.5,137.7667,25.53,32,100,4.6,AU,1682409475
277,nar'yan-mar,67.6713,53.087,-1.57,84,6,5.59,RU,1682409475
278,sur,22.5667,59.5289,30.87,48,3,3.23,OM,1682409475
279,olinda,-8.0089,-34.8553,23.85,88,100,1.54,BR,1682409475
280,choix,26.7092,-108.3219,19.59,33,44,1.83,MX,1682409476
281,murzuq,25.9155,13.9184,26.91,24,0,7.99,LY,1682409476
282,addison,41.9317,-87.989,6.89,86,100,0.0,US,1682409476
283,breyten,-26.3018,29.987,22.27,30,66,2.64,ZA,1682409476
284,castillos,-34.1667,-53.8333,17.36,94,99,2.75,UY,1682409243
285,la sarre,48.8002,-79.1996,-1.98,95,100,4.31,CA,1682409231
286,tra mhor,52.1624,-7.1524,7.07,83,20,3.09,IE,1682409477
287,hawaiian paradise park,19.5933,-154.9731,21.69,90,91,1.14,US,1682409477
288,la'ie,21.6477,-157.9253,23.89,87,21,1.34,US,1682409477
289,pacific grove,36.6177,-121.9166,10.04,87,91,3.13,US,1682409477
290,hithadhoo,-0.6,73.0833,29.4,72,97,4.77,MV,1682409477
291,alaghsas,17.0187,8.0168,30.94,23,1,3.09,NE,1682409478
292,iskateley,67.6803,53.1512,-1.64,84,6,5.56,RU,1682409478
293,broken hill,-31.95,141.4333,23.08,37,97,4.14,AU,1682409478
294,kangding,30.0513,101.9603,8.45,91,100,2.71,CN,1682409478
295,mont-dore,-22.2833,166.5833,25.56,99,99,5.04,NC,1682409479
296,diego de almagro,-26.3667,-70.05,14.39,53,0,0.97,CL,1682409479
297,loukhi,66.0764,33.0381,0.57,83,32,1.54,RU,1682409479
298,visby,57.6409,18.296,10.02,100,75,4.12,SE,1682409479
299,al ghayzah,16.2079,52.176,32.05,51,8,5.1,YE,1682409479
300,antonio enes,-16.2325,39.9086,28.12,61,80,4.72,MZ,1682409480
301,sona,45.4388,10.8255,13.66,88,75,3.6,IT,1682409480
302,igrim,63.1906,64.4162,2.26,100,100,2.07,RU,1682409480
303,port moresby,-9.4431,147.1797,29.68,79,40,8.23,PG,1682409480
304,tazacorte,28.629,-17.9293,18.54,81,20,3.6,ES,1682409481
305,sicuani,-14.2694,-71.2261,4.35,92,14,1.49,PE,1682409481
306,casper,42.8666,-106.3131,7.07,65,97,0.89,US,1682409481
307,csorna,47.6115,17.2501,13.34,63,79,7.33,HU,1682409482
308,el nido,11.1858,119.3956,29.78,66,63,2.56,PH,1682409482
309,salinopolis,-0.6136,-47.3561,25.68,86,100,2.84,BR,1682409482
310,robore,-18.3333,-59.75,20.13,98,27,1.64,BO,1682409482
311,chestertown,39.209,-76.0666,8.99,76,2,3.26,US,1682409483
312,zambezi,-13.5432,23.1047,25.27,48,68,3.61,ZM,1682409483
313,manado,1.487,124.8455,32.43,66,40,2.06,ID,1682409360
314,mili,6.0815,171.735,28.13,79,100,6.83,MH,1682409483
315,qaqortoq,60.7167,-46.0333,0.44,89,98,0.89,GL,1682409484
316,kidal,18.4411,1.4078,31.01,10,0,4.06,ML,1682409484
317,fort st. john,56.2499,-120.8529,1.94,80,75,4.63,CA,1682409484
318,moranbah,-22.0016,148.0466,22.37,57,3,6.49,AU,1682409240
319,altai,46.3722,96.2583,7.91,34,100,11.52,MN,1682409485
320,banda aceh,5.5577,95.3222,31.58,62,95,5.2,ID,1682409485
321,zav'yalovo,56.7847,53.3776,21.33,32,41,5.17,RU,1682409485
322,antalaha,-14.9003,50.2788,29.28,67,7,2.51,MG,1682409485
323,san rafael,-34.6177,-68.3301,14.33,58,0,1.62,AR,1682409486
324,namibe,-15.1961,12.1522,25.58,63,40,1.91,AO,1682409486
325,hotan,37.0997,79.9269,25.77,8,9,3.85,CN,1682409486
326,khandyga,62.6667,135.6,1.27,88,100,0.97,RU,1682409278
327,fauske,67.2588,15.3918,2.75,64,44,2.27,NO,1682409486
328,kwang binh,17.4833,106.6,28.55,72,24,3.68,VN,1682409369
329,lauro de freitas,-12.8944,-38.3272,27.01,74,40,3.09,BR,1682409487
330,shwebo,22.5667,95.7,39.97,18,2,3.61,MM,1682409487
331,jincheng,35.5022,112.8328,17.75,34,3,8.52,CN,1682409488
332,miandrivazo,-19.5167,45.4667,28.68,51,0,0.86,MG,1682409488
333,plastun,44.7561,136.2939,8.6,62,100,5.6,RU,1682409488
334,adilcevaz,38.8039,42.7342,9.32,49,31,1.35,TR,1682409488
335,qarqaraly,49.4058,75.4742,12.71,38,85,4.96,KZ,1682409488
336,zahedan,29.4963,60.8629,28.95,11,75,6.17,IR,1682409432
337,tolanaro,-25.0319,46.9987,26.04,65,20,4.63,MG,1682409489
338,ijmuiden,52.4573,4.6111,8.84,68,20,3.6,NL,1682409489
339,pontianak,-0.0333,109.3333,32.99,58,75,2.57,ID,1682409489
340,portrush,55.1959,-6.6493,5.93,59,7,3.37,GB,1682409489
341,sovetskaya gavan',48.9723,140.2878,5.31,58,100,3.62,RU,1682409490
342,nuku'alofa,-21.1333,-175.2,24.19,78,75,2.57,TO,1682409490
343,luderitz,-26.6481,15.1594,22.28,60,0,3.94,NA,1682409490
344,waimanalo,21.35,-157.7208,23.86,88,81,0.45,US,1682409490
345,chonchi,-42.6128,-73.8092,10.56,98,100,2.17,CL,1682409490
346,murghob,38.1702,73.9667,2.14,39,95,2.06,TJ,1682409491
347,san andres,12.5847,-81.7006,27.01,69,20,2.06,CO,1682409491
348,keflavik,64.0049,-22.5624,2.24,64,75,6.17,IS,1682409491
349,kargasok,59.0556,80.8572,2.76,51,97,8.14,RU,1682409491
350,nizhneangarsk,55.7833,109.55,-0.4,60,92,0.57,RU,1682409492
351,bni bouayach,35.1022,-3.841,19.31,60,0,2.06,MA,1682409492
352,minas de marcona,-15.2119,-75.1103,16.26,87,37,3.32,PE,1682409492
353,dromore,54.5167,-7.4667,4.76,63,8,1.52,GB,1682409493
354,al qaryatayn,34.2296,37.2407,19.02,27,8,2.81,SY,1682409493
355,yelizovo,53.1873,158.3805,5.08,44,75,5.0,RU,1682409493
356,ouadda,8.0777,22.4007,33.7,36,23,0.77,CF,1682409494
357,hakui,36.8833,136.7833,13.16,77,100,2.29,JP,1682409280
358,jiquipilas,16.6667,-93.65,21.91,90,100,0.56,MX,1682409494
359,cabedelo,-6.9811,-34.8339,24.37,87,68,3.56,BR,1682409494
360,virginia beach,36.8529,-75.978,9.45,90,39,2.35,US,1682409494
361,el alto,-4.2714,-81.2147,24.18,83,20,0.58,PE,1682409494
362,pagar alam,-4.0167,103.2667,23.02,98,100,0.35,ID,1682409495
363,motygino,58.1831,94.7592,0.13,87,100,6.15,RU,1682409495
364,wotho,10.1657,166.0102,25.34,87,100,5.7,MH,1682409495
365,fortuna,40.5982,-124.1573,9.81,88,95,1.17,US,1682409495
366,tchibanga,-2.85,11.0333,25.22,86,100,0.84,GA,1682409495
367,nan,18.8333,100.6667,37.01,37,20,3.09,TH,1682409217
368,prince rupert,54.3161,-130.3201,5.83,87,100,6.69,CA,1682409496
369,villa gesell,-37.2639,-56.973,18.36,94,80,1.51,AR,1682409496
370,kashgar,39.4547,75.9797,25.56,13,20,4.0,CN,1682409496
371,sao joao da barra,-21.6403,-41.0511,20.86,88,90,2.76,BR,1682409496
372,gerede,40.8008,32.1969,12.62,38,88,3.94,TR,1682409497
373,ixtapa,20.7,-105.2,21.79,66,90,1.33,MX,1682409497
374,sanctuary point,-35.1114,150.629,20.18,79,0,2.01,AU,1682409497
375,yabassi,4.457,9.9682,24.38,98,100,1.36,CM,1682409497
376,arkhangel'sk,64.5401,40.5433,1.06,74,100,2.0,RU,1682409498
377,palikir - national government center,6.9248,158.1611,27.46,75,100,5.39,FM,1682409498
378,nanakuli,21.3906,-158.1547,23.88,91,100,1.54,US,1682409497
379,zagora,30.3484,-5.8365,26.43,17,6,2.33,MA,1682409498
380,fort bragg,35.139,-79.006,8.03,89,24,1.0,US,1682409498
381,goleta,36.8181,10.305,20.0,68,20,1.54,TN,1682409498
382,sitka,57.0531,-135.33,2.94,81,100,4.63,US,1682409499
383,westport,41.1415,-73.3579,8.75,74,6,1.79,US,1682409265
384,ouesso,1.6136,16.0517,28.23,67,100,1.66,CG,1682409499
385,cagsiay,14.2167,121.75,27.89,75,32,6.0,PH,1682409499
386,praia da vitoria,38.7333,-27.0667,18.14,88,75,4.61,PT,1682409499
387,kerikeri,-35.2268,173.9474,13.28,86,0,1.91,NZ,1682409500
388,biloela,-24.4167,150.5,22.72,49,95,5.09,AU,1682409500
389,coquimbo,-29.9533,-71.3436,11.85,100,0,4.12,CL,1682409500
390,shubarshi,48.5872,57.1869,20.89,27,90,9.56,KZ,1682409501
391,bafq,31.6128,55.4107,30.98,14,73,5.74,IR,1682409501
392,farsan,32.2569,50.561,18.02,58,100,4.93,IR,1682409501
393,cromer,52.9312,1.2989,7.26,75,51,2.68,GB,1682409273
394,ballina,-28.8667,153.5667,17.66,64,58,5.69,AU,1682409501
395,usogorsk,63.4106,48.6872,2.49,95,100,2.01,RU,1682409502
396,novobod,39.0108,70.1508,22.67,27,56,1.22,TJ,1682409502
397,takoradi,4.8845,-1.7554,28.54,76,98,1.7,GH,1682409502
398,rio grande,-32.035,-52.0986,20.04,90,100,6.38,BR,1682409295
399,sendafa,9.15,39.0333,19.57,50,98,3.46,ET,1682409503
400,grand rapids,42.9634,-85.6681,3.98,75,98,1.34,US,1682409282
401,tralee,52.2704,-9.7026,5.69,73,100,3.65,IE,1682409503
402,qionghai,19.2425,110.4642,28.19,69,41,5.13,CN,1682409503
403,frontino,6.7801,-76.1288,16.03,95,88,0.97,CO,1682409503
404,naduvattam,11.4833,76.5667,20.38,70,99,0.87,IN,1682409503
405,esmeraldas,-19.7625,-44.3139,18.48,93,0,1.56,BR,1682409504
406,sampit,-2.5333,112.95,29.29,74,100,0.46,ID,1682409504
407,jagna,9.6531,124.3697,29.78,70,32,3.53,PH,1682409504
408,olyokminsk,60.3736,120.4264,2.67,60,100,2.92,RU,1682409505
409,richards bay,-28.783,32.0377,24.92,73,97,3.79,ZA,1682409278
410,alesund,62.4723,6.1549,4.95,71,40,6.17,NO,1682409505
411,slutsk,53.0274,27.5597,14.57,61,100,5.9,BY,1682409505
412,manglaur,29.8,77.8667,34.25,16,0,1.59,IN,1682409505
413,zhalantun,48.0,122.7167,10.63,13,100,4.12,CN,1682409506
414,bubaque,11.2833,-15.8333,25.54,67,42,4.45,GW,1682409260
415,kyotera,-0.6156,31.5175,22.51,78,88,3.97,UG,1682409506
416,dudinka,69.4058,86.1778,3.68,95,94,4.48,RU,1682409506
417,papao,-17.75,-149.55,26.82,85,50,7.2,PF,1682409507
418,alghero,40.5589,8.3181,17.05,82,20,4.63,IT,1682409507
419,cidreira,-30.1811,-50.2056,20.4,88,2,6.83,BR,1682409507
420,turbat,26.0023,63.044,32.88,25,100,6.62,PK,1682409508
421,puerto ayacucho,5.6639,-67.6236,22.99,97,100,0.97,VE,1682409508
422,hilo,19.7297,-155.09,25.16,83,84,0.92,US,1682409508
423,antofagasta,-23.65,-70.4,15.6,79,94,2.93,CL,1682409508
424,morinville,53.8001,-113.652,6.57,80,100,1.03,CA,1682409509
425,beaufort west,-32.3567,22.583,19.9,50,4,0.51,ZA,1682409509
426,darovskoy,58.77,47.9564,19.46,36,2,3.67,RU,1682409509
427,bairnsdale,-37.8333,147.6167,16.44,71,66,1.42,AU,1682409509
428,buulobarde,3.8538,45.5674,32.34,51,99,4.29,SO,1682409510
429,horasan,40.0458,42.1728,12.75,41,7,2.89,TR,1682409510
430,beira,-19.8436,34.8389,26.05,57,20,3.13,MZ,1682409510
431,manokwari,-0.8667,134.0833,28.18,74,32,0.83,ID,1682409215
432,laojunmiao,39.8333,97.7333,17.86,10,22,5.7,CN,1682409511
433,kingaroy,-26.5333,151.8333,16.93,69,14,4.74,AU,1682409511
434,trondheim,63.4305,10.3951,2.05,91,100,2.17,NO,1682409511
435,bengkulu,-3.8004,102.2655,26.75,87,100,3.61,ID,1682409237
436,bukama,-9.2,25.85,24.64,80,98,1.72,CD,1682409512
437,wynyard,-41.0,145.7167,15.62,73,100,2.22,AU,1682409512
438,general jose de san martin,-26.5374,-59.3416,14.95,99,84,1.32,AR,1682409512
439,ko pha ngan,9.7578,100.0291,30.38,67,66,3.48,TH,1682409513
440,almeirim,-1.5233,-52.5817,22.65,98,90,1.07,BR,1682409513
441,mbuji-mayi,-6.15,23.6,23.94,84,100,2.82,CD,1682409513
442,sierakowice,54.3461,17.8925,8.47,74,100,4.98,PL,1682409513
443,sint michiel liber,12.15,-68.9833,25.9,78,72,3.09,CW,1682409513
444,ylivieska,64.0833,24.55,2.4,96,100,3.86,FI,1682409514
445,arraial do cabo,-22.9661,-42.0278,21.47,84,15,2.15,BR,1682409514
446,progreso,21.2833,-89.6667,25.06,85,42,1.5,MX,1682409514
447,kuragino,53.8975,92.6725,4.7,55,100,7.26,RU,1682409514
448,badger,64.8,-147.5333,-12.01,86,92,3.5,US,1682409514
449,garhmuktesar,28.8,78.1,34.55,15,2,1.71,IN,1682409514
450,bluffton,32.2371,-80.8604,18.31,82,75,4.12,US,1682409514
451,sao borja,-28.6606,-56.0044,18.86,99,89,1.84,BR,1682409515
452,seydi,39.4816,62.9137,30.32,11,1,8.93,TM,1682409515
453,bamboo flat,11.7,92.7167,33.05,62,40,3.6,IN,1682409515
454,lorengau,-2.0226,147.2712,28.09,77,100,3.17,PG,1682409516
455,trairi,-3.2778,-39.2689,22.91,92,51,2.36,BR,1682409516
456,kyshtovka,56.555,76.6271,7.37,59,100,6.22,RU,1682409516
457,ancud,-41.8697,-73.8203,11.67,92,100,5.53,CL,1682409517
458,robertsport,6.7533,-11.3686,28.21,78,92,2.66,LR,1682409517
459,cururupu,-1.8283,-44.8683,23.57,94,97,1.21,BR,1682409517
460,andergrove,-21.0833,149.1833,23.68,72,41,9.18,AU,1682409517
461,aswan,24.0934,32.907,30.61,20,0,6.17,EG,1682409517
462,pisco,-13.7,-76.2167,20.03,83,9,1.03,PE,1682409518
463,ivdel',60.6911,60.4206,17.63,43,46,5.37,RU,1682409518
464,weno,7.4515,151.8468,26.97,89,100,1.54,FM,1682409519
465,bandarbeyla,9.4942,50.8122,31.16,58,93,5.78,SO,1682409519
466,nadym,65.5333,72.5167,-0.93,80,76,5.22,RU,1682409520
467,campbell river,50.0163,-125.2446,8.03,85,90,0.75,CA,1682409520
468,isangel,-19.55,169.2667,25.32,79,100,3.55,VU,1682409520
469,zaragoza,41.6561,-0.8773,19.69,60,0,2.06,ES,1682409520
470,guarapari,-20.6667,-40.4975,21.61,85,83,4.24,BR,1682409521
471,fomboni,-12.28,43.7425,27.87,70,99,5.98,KM,1682409521
472,harstad,68.799,16.5293,0.66,69,3,2.68,NO,1682409521
473,chernyshevskiy,63.0128,112.4714,-0.86,82,100,3.37,RU,1682409521
474,alvorada,-12.48,-49.1247,22.42,71,73,1.85,BR,1682409522
475,walvis bay,-22.9575,14.5053,17.53,82,0,0.0,NA,1682409522
476,springs,-26.25,28.4,23.01,49,55,1.97,ZA,1682409522
477,bakchar,57.0186,82.0711,4.7,38,100,5.81,RU,1682409522
478,geraldton,-28.7667,114.6,19.23,55,75,5.14,AU,1682409522
479,maracacume,-2.0428,-45.9592,22.13,98,100,1.03,BR,1682409522
480,weihai,37.5017,122.1136,12.45,49,95,1.58,CN,1682409442
481,an nuhud,12.7,28.4333,35.97,26,18,3.66,SD,1682409523
482,al muwayh,22.4333,41.7583,28.96,30,40,3.25,SA,1682409523
483,novaya igirma,57.1334,103.9112,9.19,55,100,2.61,RU,1682409524
484,concepcion,-36.827,-73.0498,11.89,94,100,1.03,CL,1682409524
485,douera,36.67,2.9444,16.96,32,55,1.98,DZ,1682409524
486,vanimo,-2.6741,141.3028,27.78,82,87,2.87,PG,1682409270
487,titusville,28.6122,-80.8075,23.36,90,86,0.45,US,1682409524
488,barra do corda,-5.5,-45.25,21.22,81,100,1.13,BR,1682409525
489,mersa matruh,31.3525,27.2453,22.11,53,0,3.09,EG,1682409525
490,la ronge,55.1001,-105.2842,2.14,55,75,4.12,CA,1682409525
491,novobureyskiy,49.798,129.8774,7.83,29,100,5.82,RU,1682409525
492,itumbiara,-18.4192,-49.2153,20.43,80,35,2.54,BR,1682409525
493,nahiyat al fuhud,30.9697,46.7228,30.72,22,0,6.61,IQ,1682409525
494,miguel ahumada,30.6167,-106.5167,18.08,26,0,7.4,MX,1682409526
495,augustdorf,51.9094,8.7317,7.69,83,90,5.13,DE,1682409526
496,tarko-sale,64.9225,77.785,-1.03,81,100,8.41,RU,1682409527
497,north bend,43.4065,-124.2243,6.71,96,6,2.62,US,1682409527
498,narvik,68.4384,17.4272,0.67,56,0,2.22,NO,1682409527
499,tocopilla,-22.092,-70.1979,19.35,75,14,3.13,CL,1682409527
500,tanjung pandan,-2.75,107.65,29.28,72,77,1.59,ID,1682409527
501,boundiali,9.5217,-6.4869,28.7,54,99,2.85,CI,1682409528
502,codrington,-38.2667,141.9667,19.61,59,100,1.72,AU,1682409528
503,mizan teferi,6.9833,35.5833,22.5,84,83,0.61,ET,1682409529
504,mata-utu,-13.2816,-176.1745,28.43,73,100,2.95,WF,1682409425
505,okha,53.5739,142.9478,1.34,72,52,3.24,RU,1682409529
506,ciudad bolivar,8.1222,-63.5497,25.55,83,100,3.41,VE,1682409529
507,holualoa,19.6228,-155.9522,22.91,89,40,2.06,US,1682409529
508,lycksele,64.5954,18.6735,0.93,51,100,4.12,SE,1682409529
509,vilppula,62.0212,24.5048,4.88,93,100,3.74,FI,1682409529
510,villanueva,15.3167,-88.0,25.58,100,40,1.03,HN,1682409530
511,kirakira,-10.4544,161.9205,27.15,81,81,1.75,SB,1682409530
512,boyolangu,-8.1181,111.8935,29.0,76,85,0.98,ID,1682409530
513,turpan,42.9333,89.1667,28.49,9,98,3.4,CN,1682409414
514,villemandeur,47.987,2.718,10.08,86,30,3.03,FR,1682409531
515,macheng,31.1783,115.0319,16.2,62,91,1.44,CN,1682409531
516,vorkuta,67.5,64.0,-4.27,87,92,2.85,RU,1682409531
517,acapulco de juarez,16.8634,-99.8901,24.79,82,55,1.63,MX,1682409532
518,genhe,50.7833,121.5167,2.72,29,100,3.46,CN,1682409532
519,dubrovnik,42.6481,18.0922,15.8,82,40,5.14,HR,1682409532
520,amga,60.8953,131.9608,0.26,82,100,1.75,RU,1682409274
521,diamantino,-14.4086,-56.4461,22.78,84,100,1.86,BR,1682409533
522,businga,3.3333,20.8833,31.21,49,37,1.3,CD,1682409533
523,silivri,41.0802,28.226,16.06,67,100,4.45,TR,1682409534
524,kununurra,-15.7667,128.7333,34.99,34,11,3.09,AU,1682409534
525,alofi,-19.0595,-169.9187,22.94,94,100,0.51,NU,1682409534
526,heroica guaymas,27.9333,-110.9,19.22,68,11,1.96,MX,1682409535
527,jablah,35.3614,35.9256,21.16,49,20,3.09,SY,1682409535
528,taksimo,56.3444,114.8794,1.49,44,100,1.26,RU,1682409535
529,sao martinho,39.5144,-9.1311,17.16,94,85,2.24,PT,1682409535
530,cill airne,52.05,-9.5167,5.43,76,100,2.01,IE,1682409535
531,katabu,-4.9333,122.5167,27.8,86,75,2.12,ID,1682409535
532,badagry,6.4167,2.8833,29.04,70,100,0.97,NG,1682409536
533,samana,19.2056,-69.3369,22.61,84,91,1.36,DO,1682409536
534,ranot,7.7777,100.3213,30.64,65,100,3.79,TH,1682409536
535,hadithah,34.1397,42.3781,23.7,40,6,1.35,IQ,1682409536
536,kirando,-7.4167,30.6,25.08,74,55,1.73,TZ,1682409536
537,salalah,17.0151,54.0924,30.77,61,7,5.37,OM,1682409537
538,long beach,33.767,-118.1892,16.65,89,92,0.89,US,1682409537
539,gevrai,19.2667,75.75,38.05,15,55,2.47,IN,1682409537
540,katsuura,35.1333,140.3,15.79,61,100,6.45,JP,1682409537
541,ramgarh,23.6333,85.5167,32.03,17,43,3.03,IN,1682409538
542,borazjan,29.2666,51.2159,33.41,23,87,5.32,IR,1682409538
543,newman,37.3138,-121.0208,15.16,71,68,0.89,US,1682409538
544,santa ana,33.7456,-117.8678,16.47,84,100,3.09,US,1682409538
545,porbandar,21.6422,69.6093,32.35,43,100,3.0,IN,1682409538
546,kamloops,50.6665,-120.3192,8.55,53,40,5.14,CA,1682409538
547,berdigestyakh,62.0989,126.6992,-0.98,86,100,2.18,RU,1682409539
548,ulladulla,-35.35,150.4667,17.65,79,0,1.55,AU,1682409539
549,beeville,28.4008,-97.7483,18.68,94,100,2.06,US,1682409539
550,bryne,58.7354,5.6477,5.52,75,40,11.32,NO,1682409539
551,rawson,-43.3002,-65.1023,16.34,31,100,2.88,AR,1682409540
552,kharp,66.8014,65.8081,-1.07,76,67,2.24,RU,1682409540
553,kruisfontein,-34.0033,24.7314,18.27,76,100,1.15,ZA,1682409540
554,huarmey,-10.0681,-78.1522,23.83,84,94,3.09,PE,1682409540
